"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"885","response to alkaloid (GO:0043279)","1/23",0.266031099443587,0.467723968987993,0,0,3.36825017088175,4.46004172604083,"CHRNB2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"886","regulation of monooxygenase activity (GO:0032768)","1/23",0.266031099443587,0.467723968987993,0,0,3.36825017088175,4.46004172604083,"ZDHHC21","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"887","cellular response to amyloid-beta (GO:1904646)","1/23",0.266031099443587,0.467723968987993,0,0,3.36825017088175,4.46004172604083,"PSEN1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"888","positive regulation of monooxygenase activity (GO:0032770)","1/23",0.266031099443587,0.467723968987993,0,0,3.36825017088175,4.46004172604083,"NPR3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"889","positive regulation of cell junction assembly (GO:1901890)","1/23",0.266031099443587,0.467723968987993,0,0,3.36825017088175,4.46004172604083,"ACE2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"890","positive regulation of JNK cascade (GO:0046330)","2/76",0.269642503273028,0.47247896033155,0,0,2.00499745028047,2.62786646804556,"RPS3;GADD45G","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"891","positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)","2/76",0.269642503273028,0.47247896033155,0,0,2.00499745028047,2.62786646804556,"PSME1;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"892","hemopoiesis (GO:0030097)","2/76",0.269642503273028,0.47247896033155,0,0,2.00499745028047,2.62786646804556,"JAG1;FLT3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"893","negative regulation of ubiquitin protein ligase activity (GO:1904667)","2/77",0.274595268144835,0.473259330185239,0,0,1.97816352201258,2.55669132599982,"PSME1;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"894","positive regulation of cytoskeleton organization (GO:0051495)","2/77",0.274595268144835,0.473259330185239,0,0,1.97816352201258,2.55669132599982,"KATNBL1;LMOD1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"895","negative regulation of cytoskeleton organization (GO:0051494)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"TWF1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"896","regulation of actin filament bundle assembly (GO:0032231)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"ALMS1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"897","drug catabolic process (GO:0042737)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CYP2S1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"898","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"BAX","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"899","receptor catabolic process (GO:0032801)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"ZNRF3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"900","neuromuscular synaptic transmission (GO:0007274)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CHRNB2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"901","sensory perception of pain (GO:0019233)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CHRNB2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"902","axoneme assembly (GO:0035082)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CCDC39","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"903","regulation of transmembrane transport (GO:0034762)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CTTNBP2NL","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"904","regulation of AMPA receptor activity (GO:2000311)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CNIH3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"905","cilium-dependent cell motility (GO:0060285)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"CCDC39","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"906","positive regulation of dephosphorylation (GO:0035306)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"DLC1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"907","DNA replication initiation (GO:0006270)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"ORC5","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"908","fatty acid derivative biosynthetic process (GO:1901570)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"SLC25A1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"909","actin nucleation (GO:0045010)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"LMOD1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"910","cGMP biosynthetic process (GO:0006182)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"NPR2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"911","regulation of cell cycle G1/S phase transition (GO:1902806)","1/24",0.275840850798946,0.473259330185239,0,0,3.22164105916966,4.14925205823934,"PSME1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"912","sensory perception of mechanical stimulus (GO:0050954)","2/78",0.279546456439202,0.478314814679507,0,0,1.95203574975174,2.48803897543181,"CHRNB2;SLC26A4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"913","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","2/78",0.279546456439202,0.478314814679507,0,0,1.95203574975174,2.48803897543181,"VAMP8;PSME1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"914","regulation of cell growth (GO:0001558)","4/201",0.281394284598349,0.478314814679507,0,0,1.50825114357955,1.91246010488502,"AKAP6;CHPT1;BLZF1;DCBLD2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"915","positive regulation of ERK1 and ERK2 cascade (GO:0070374)","4/201",0.281394284598349,0.478314814679507,0,0,1.50825114357955,1.91246010488502,"FLT3;ERBB4;ADRA1A;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"916","neuron differentiation (GO:0030182)","3/139",0.283905022467086,0.478314814679507,0,0,1.63744986631016,2.06173854756814,"MAPK10;FZD3;ATP8A2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"917","anaphase-promoting complex-dependent catabolic process (GO:0031145)","2/79",0.284495230505632,0.478314814679507,0,0,1.92658662092624,2.42179411486791,"PSME1;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"918","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)","2/79",0.284495230505632,0.478314814679507,0,0,1.92658662092624,2.42179411486791,"DLC1;BAX","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"919","negative regulation of cellular process (GO:0048523)","9/534",0.285465853049256,0.478314814679507,0,0,1.27627906976744,1.5999853817561,"VAMP8;ATP8A2;ERBB4;DLC1;VPS13C;PLXNA2;ADRA1A;TOB1;DCBLD2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"920","positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"FLT3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"921","glial cell differentiation (GO:0010001)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"HES5","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"922","regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"TRIM39","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"923","cyclic nucleotide metabolic process (GO:0009187)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"NPR2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"924","inorganic cation import across plasma membrane (GO:0098659)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"SLC9A7","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"925","neutral amino acid transport (GO:0015804)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"SLC6A7","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"926","regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"AKAP6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"927","peptide catabolic process (GO:0043171)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"ACE2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"928","response to amyloid-beta (GO:1904645)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"PSEN1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"929","positive regulation of filopodium assembly (GO:0051491)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"DPYSL3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"930","regulation of lamellipodium assembly (GO:0010591)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"TWF1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"931","long-chain fatty acid transport (GO:0015909)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"CPT2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"932","respiratory tube development (GO:0030323)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"CCDC39","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"933","protein depolymerization (GO:0051261)","1/25",0.285519975749187,0.478314814679507,0,0,3.08724937343358,3.86969199543524,"TWF1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"934","regulation of small GTPase mediated signal transduction (GO:0051056)","3/140",0.287536060179182,0.481176511841607,0,0,1.62541473125415,2.02592829877543,"RASGRF2;DLC1;ARHGAP35","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"935","ERBB signaling pathway (GO:0038127)","2/80",0.289440775115732,0.482813160625282,0,0,1.90179003386551,2.35784799295737,"NRAS;ERBB4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"936","regulation of hydrolase activity (GO:0051336)","2/80",0.289440775115732,0.482813160625282,0,0,1.90179003386551,2.35784799295737,"PLXNA2;ARHGAP35","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"937","cellular response to hormone stimulus (GO:0032870)","2/80",0.289440775115732,0.482813160625282,0,0,1.90179003386551,2.35784799295737,"SIK2;GAS2L1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"938","modification-dependent protein catabolic process (GO:0019941)","3/141",0.291170754523254,0.483432635144447,0,0,1.61355401844532,1.99087620104895,"ZNRF3;KLHL8;PCYOX1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"939","sensory perception of sound (GO:0007605)","2/81",0.29438229714068,0.483432635144447,0,0,1.87762120850251,2.29609796165616,"CHRNB2;SLC26A4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"940","positive regulation of binding (GO:0051099)","2/81",0.29438229714068,0.483432635144447,0,0,1.87762120850251,2.29609796165616,"PSEN1;ADD2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"941","positive regulation of synapse assembly (GO:0051965)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"CLSTN2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"942","regulation of transcription regulatory region DNA binding (GO:2000677)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"NSD1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"943","positive regulation of interferon-beta production (GO:0032728)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"POLR3B","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"944","nucleotide biosynthetic process (GO:0009165)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"NPR2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"945","regulation of p38MAPK cascade (GO:1900744)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"GADD45G","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"946","negative regulation of catalytic activity (GO:0043086)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"DLC1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"947","regulation of muscle contraction (GO:0006937)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"CHRM2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"948","fat-soluble vitamin metabolic process (GO:0006775)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"RLBP1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"949","phosphatidylethanolamine acyl-chain remodeling (GO:0036152)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"PLA2G6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"950","positive regulation of release of cytochrome c from mitochondria (GO:0090200)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"BAX","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"951","GPI anchor metabolic process (GO:0006505)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"PGAP1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"952","regulation of T cell receptor signaling pathway (GO:0050856)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"RPS3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"953","endocrine system development (GO:0035270)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"MDK","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"954","cation transmembrane transport (GO:0098655)","1/26",0.295070207247475,0.483432635144447,0,0,2.96360902255639,3.61720916591877,"SLC6A7","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"955","positive regulation of ubiquitin protein ligase activity (GO:1904668)","2/82",0.299319025017288,0.489129453356906,0,0,1.85405660377358,2.23644706627704,"PSME1;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"956","ephrin receptor signaling pathway (GO:0048013)","2/82",0.299319025017288,0.489129453356906,0,0,1.85405660377358,2.23644706627704,"PSEN1;GRIN2B","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"957","positive regulation of phosphorylation (GO:0042327)","4/208",0.302287450394924,0.489129453356906,0,0,1.45597554611198,1.74189549839909,"FLT3;ERBB4;PSEN1;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"958","positive regulation of peptidyl-serine phosphorylation (GO:0033138)","2/83",0.304250208400236,0.489129453356906,0,0,1.83107384113673,2.17880366652599,"AKAP9;FNIP2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"959","protein maturation (GO:0051604)","2/83",0.304250208400236,0.489129453356906,0,0,1.83107384113673,2.17880366652599,"PSEN1;PCSK6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"960","regulation of calcium ion transmembrane transporter activity (GO:1901019)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"ANK2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"961","phosphatidylcholine acyl-chain remodeling (GO:0036151)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"PLA2G6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"962","regulation of cilium assembly (GO:1902017)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"ARHGAP35","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"963","positive regulation of lipid kinase activity (GO:0090218)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"FLT3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"964","endocytic recycling (GO:0032456)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"SNF8","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"965","negative regulation of small GTPase mediated signal transduction (GO:0051058)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"RASAL2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"966","transition metal ion transport (GO:0000041)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"TRPC5","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"967","negative regulation of myeloid leukocyte differentiation (GO:0002762)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"FBN1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"968","microtubule polymerization (GO:0046785)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"AKAP9","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"969","extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"BAX","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"970","regulation of protein transport (GO:0051223)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"STXBP5L","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"971","protein targeting to vacuole (GO:0006623)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"VPS13C","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"972","regulation of blood vessel diameter (GO:0097746)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"ACE2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"973","negative regulation of organelle assembly (GO:1902116)","1/27",0.3044932553527,0.489129453356906,0,0,2.84947946790052,3.38833410664091,"SMCR8","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"974","regulation of neuron differentiation (GO:0045664)","2/84",0.309175117566797,0.491437907845582,0,0,1.80865163368615,2.12308108841634,"HES5;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"975","positive regulation of intracellular signal transduction (GO:1902533)","8/479",0.310201380233804,0.491437907845582,0,0,1.26319586192198,1.47861317292168,"FLT3;ERBB4;RPS3;BAX;SMCR8;KSR2;ADRA1A;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"976","positive regulation of protein phosphorylation (GO:0001934)","7/412",0.312607870284995,0.491437907845582,0,0,1.28486229819563,1.49404518408547,"FLT3;ERBB4;AKAP9;KSR2;ADRA1A;FNIP2;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"977","negative regulation of gene expression (GO:0010629)","10/618",0.312671729351465,0.491437907845582,0,0,1.22395300020479,1.42296950439806,"RPS26;SPEN;RPS3;ARID5A;SMCR8;TOB1;IKZF4;ARHGAP35;TBX3;TBX2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"978","regulation of TORC1 signaling (GO:1903432)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"SMCR8","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"979","cellular response to hydrogen peroxide (GO:0070301)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"RPS3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"980","hydrogen ion transmembrane transport (GO:1902600)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"UCP2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"981","negative regulation of homeostatic process (GO:0032845)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"TSC22D3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"982","negative regulation of response to DNA damage stimulus (GO:2001021)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"RPS3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"983","aerobic respiration (GO:0009060)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"NDUFS7","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"984","positive regulation of phosphate metabolic process (GO:0045937)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"PSEN1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"985","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway (GO:0051482)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"GRM1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"986","organelle fission (GO:0048285)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"DNM3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"987","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"PCSK6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"988","positive regulation of phospholipid metabolic process (GO:1903727)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"FLT3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"989","regulation of NIK/NF-kappaB signaling (GO:1901222)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"RPS3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"990","positive regulation of cell communication (GO:0010647)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"CLSTN2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"991","positive regulation of calcium-mediated signaling (GO:0050850)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"AKAP6","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"992","production of miRNAs involved in gene silencing by miRNA (GO:0035196)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"AGO2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"993","neural crest cell migration (GO:0001755)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"ERBB4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"994","cGMP metabolic process (GO:0046068)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"NPR2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"995","dopamine receptor signaling pathway (GO:0007212)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"GNA15","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"996","regulation of adenylate cyclase activity (GO:0045761)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"GRM2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"997","regulation of actin polymerization or depolymerization (GO:0008064)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"ARHGAP35","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"998","primary neural tube formation (GO:0014020)","1/28",0.313790807440749,0.491437907845582,0,0,2.74380395433027,3.18014762198822,"DLC1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"999","regulation of canonical Wnt signaling pathway (GO:0060828)","4/213",0.317318966851695,0.495491612968418,0,0,1.42077974057162,1.63083890860674,"AMER3;ZNRF3;PSME1;PSEN1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1000","regulation of translation (GO:0006417)","4/213",0.317318966851695,0.495491612968418,0,0,1.42077974057162,1.63083890860674,"AGO2;RPS3;FOXO3;TOB1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1001","intracellular protein transport (GO:0006886)","6/347",0.318826702587691,0.495491612968418,0,0,1.30731115380726,1.49439728396044,"USP6NL;NAPB;STX17;RAB34;AKAP6;SNF8","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1002","negative regulation of apoptotic process (GO:0043066)","8/485",0.322048878079719,0.495491612968418,0,0,1.24691807710676,1.41282295835559,"FZD3;GPX1;FLT3;ERBB4;PSEN1;TBX3;MAD2L1;FGFR1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1003","regulation of striated muscle contraction (GO:0006942)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"ANK2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1004","dicarboxylic acid transport (GO:0006835)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"SLC26A4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1005","very long-chain fatty acid metabolic process (GO:0000038)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"ELOVL4","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1006","synaptic vesicle endocytosis (GO:0048488)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"DNM3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1007","tube closure (GO:0060606)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"DLC1","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1008","lung development (GO:0030324)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"CCDC39","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1009","vacuolar transport (GO:0007034)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"VPS13C","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1010","positive regulation of myeloid cell differentiation (GO:0045639)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"FOXO3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1011","lysosome localization (GO:0032418)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"RAB34","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1012","synaptic vesicle recycling (GO:0036465)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"PLD2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1013","regulation of activated T cell proliferation (GO:0046006)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"RPS3","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1014","semaphorin-plexin signaling pathway (GO:0071526)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"PLXNA2","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
"1015","amino acid transmembrane transport (GO:0003333)","1/29",0.322964528772544,0.495491612968418,0,0,2.64567669172932,2.99017760829502,"SLC6A7","All","GO_Biological_Process_2018","HDAC5c_HDAC5s"
