"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db"
"359","dimeric G-protein coupled receptor signaling pathway (GO:0038042)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"360","protein localization to endosome (GO:0036010)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"ACAP2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"361","negative regulation of mRNA polyadenylation (GO:1900364)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"NELFE","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"362","amyloid precursor protein catabolic process (GO:0042987)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"363","late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"SNF8","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"364","catecholamine catabolic process (GO:0042424)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"MAOB","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"365","glomerular epithelial cell development (GO:0072310)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"366","regulation of amyloid fibril formation (GO:1905906)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"367","regulation of cilium movement (GO:0003352)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"CCDC39","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"368","mammary gland epithelial cell differentiation (GO:0060644)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"ERBB4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"369","response to ammonium ion (GO:0060359)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"CHRNB2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"370","regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"ASXL2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"371","cellular monovalent inorganic anion homeostasis (GO:0030320)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"XPR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"372","regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)","1/8",0.101957505034752,0.425451068509874,0,0,10.593984962406,24.1881776711802,"AKAP9","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"373","positive regulation of cytosolic calcium ion concentration (GO:0007204)","4/133",0.102854211641945,0.425451068509874,0,0,2.31131547145341,5.25695463463235,"GNA15;CACNA1C;ADRA1A;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"374","bicarbonate transport (GO:0015701)","2/41",0.103761170042512,0.425451068509874,0,0,3.81112723754233,8.63473173344305,"SLC4A2;SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"375","negative regulation of cell projection organization (GO:0031345)","2/41",0.103761170042512,0.425451068509874,0,0,3.81112723754233,8.63473173344305,"DPYSL3;GRIN2B","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"376","adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)","4/134",0.104971880385665,0.425451068509874,0,0,2.29341912840012,5.16951067457515,"CHRM2;GNA15;RXFP1;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"377","cellular response to organic cyclic compound (GO:0071407)","4/135",0.107109368216892,0.425451068509874,0,0,2.27579601195832,5.08391171157015,"GABRB2;GABRB1;AKAP9;AKAP6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"378","regulation of peptidyl-serine phosphorylation (GO:0033135)","3/86",0.10786241267787,0.425451068509874,0,0,2.69030668127054,5.99104077588838,"NSD1;AKAP9;FNIP2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"379","positive regulation of transferase activity (GO:0051347)","4/137",0.111443070638815,0.425451068509874,0,0,2.24134480688413,4.9180515573052,"PARM1;FLT3;ERBB4;FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"380","muscle contraction (GO:0006936)","4/137",0.111443070638815,0.425451068509874,0,0,2.24134480688413,4.9180515573052,"CHRNB2;LMOD1;DYSF;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"381","intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)","2/43",0.112342178030475,0.425451068509874,0,0,3.62485043718362,7.92466942768919,"ZMAT4;KRCC1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"382","regulation of stem cell differentiation (GO:2000736)","3/88",0.113509786593243,0.425451068509874,0,0,2.62673796791444,5.71543041392971,"JAG1;PSME1;HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"383","negative regulation of translation (GO:0017148)","3/88",0.113509786593243,0.425451068509874,0,0,2.62673796791444,5.71543041392971,"AGO2;RPS3;TOB1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"384","positive regulation of protein complex assembly (GO:0031334)","3/88",0.113509786593243,0.425451068509874,0,0,2.62673796791444,5.71543041392971,"RPS3;BAX;FNIP2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"385","response to cytokine (GO:0034097)","4/138",0.113638912834125,0.425451068509874,0,0,2.22450485216503,4.83769585507094,"SIGIRR;FLT3;DPYSL3;AKAP6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"386","small RNA loading onto RISC (GO:0070922)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"AGO2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"387","dynamin family protein polymerization involved in membrane fission (GO:0003373)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"DNM3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"388","vacuolar proton-transporting V-type ATPase complex assembly (GO:0070072)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"DMXL2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"389","manganese ion transport (GO:0006828)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"TRPC5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"390","actin filament reorganization (GO:0090527)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"FRY","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"391","lactation (GO:0007595)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"ERBB4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"392","actin crosslink formation (GO:0051764)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"DPYSL3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"393","sarcoplasmic reticulum calcium ion transport (GO:0070296)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"394","negative regulation of T cell apoptotic process (GO:0070233)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"TSC22D3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"395","negative regulation of mRNA 3'-end processing (GO:0031441)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"NELFE","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"396","central nervous system neuron development (GO:0021954)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"397","regulation of endoplasmic reticulum unfolded protein response (GO:1900101)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"BAX","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"398","semaphorin-plexin signaling pathway involved in axon guidance (GO:1902287)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"PLXNA2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"399","epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"CCDC39","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"400","nicotinamide nucleotide biosynthetic process (GO:0019359)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"NMNAT2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"401","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"RPL35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"402","virion attachment to host cell (GO:0019062)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"ACE2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"403","sympathetic ganglion development (GO:0061549)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"FZD3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"404","positive regulation of autophagosome assembly (GO:2000786)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"PIP4K2C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"405","production of siRNA involved in RNA interference (GO:0030422)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"AGO2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"406","mitotic DNA replication checkpoint (GO:0033314)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"HUS1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"407","Notch signaling involved in heart development (GO:0061314)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"408","regulation of sequestering of calcium ion (GO:0051282)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"409","glucose import (GO:0046323)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"SLC2A13","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"410","dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"DNM3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"411","T cell mediated immunity (GO:0002456)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"412","proline transport (GO:0015824)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"SLC6A7","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"413","muscle cell fate commitment (GO:0042693)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"414","positive regulation of vascular endothelial cell proliferation (GO:1905564)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"415","neuron projection organization (GO:0106027)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"416","proton-transporting V-type ATPase complex assembly (GO:0070070)","1/9",0.11395115042716,0.425451068509874,0,0,9.26926691729323,20.1327126674781,"DMXL2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"417","regulation of dendrite morphogenesis (GO:0048814)","2/44",0.116699764082654,0.425451068509874,0,0,3.53836477987421,7.60094099551211,"CHRNB2;SS18L1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"418","nicotinamide nucleotide metabolic process (GO:0046496)","2/45",0.121099478481272,0.425451068509874,0,0,3.45590171127688,7.29590248162788,"NADK2;NMNAT2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"419","regulation of synaptic transmission, glutamatergic (GO:0051966)","2/45",0.121099478481272,0.425451068509874,0,0,3.45590171127688,7.29590248162788,"GRM2;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"420","negative regulation of response to cytokine stimulus (GO:0060761)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"SIGIRR","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"421","negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"TKFC","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"422","regulation of phospholipase C activity (GO:1900274)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"423","adrenal gland development (GO:0030325)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"MDK","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"424","ganglion development (GO:0061548)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"FZD3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"425","endothelium development (GO:0003158)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"426","cellular response to thyroid hormone stimulus (GO:0097067)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"GAS2L1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"427","dorsal/ventral axis specification (GO:0009950)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"CXXC4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"428","regulation of mammary gland epithelial cell proliferation (GO:0033599)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"GPX1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"429","regulation of actin filament length (GO:0030832)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"430","energy coupled proton transmembrane transport, against electrochemical gradient (GO:0015988)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"NDUFS7","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"431","protein K11-linked deubiquitination (GO:0035871)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"USP37","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"432","oxalate transport (GO:0019532)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"433","mesoderm morphogenesis (GO:0048332)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"TBX3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"434","hair cell differentiation (GO:0035315)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"435","regulation of actin filament-based movement (GO:1903115)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"436","neuroepithelial cell differentiation (GO:0060563)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"437","astrocyte development (GO:0014002)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"438","positive regulation of cardiac muscle cell differentiation (GO:2000727)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"AKAP6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"439","positive regulation of lipase activity (GO:0060193)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"440","regulation of urine volume (GO:0035809)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"NPR3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"441","actin filament depolymerization (GO:0030042)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"TWF1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"442","negative regulation of autophagosome assembly (GO:1902902)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"SMCR8","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"443","receptor guanylyl cyclase signaling pathway (GO:0007168)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"NPR2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"444","endosomal vesicle fusion (GO:0034058)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"TGFBRAP1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"445","central nervous system projection neuron axonogenesis (GO:0021952)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"CHRNB2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"446","motor neuron axon guidance (GO:0008045)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"PLXNA2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"447","positive regulation of reproductive process (GO:2000243)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"AGO2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"448","negative regulation of lipopolysaccharide-mediated signaling pathway (GO:0031665)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"SIGIRR","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"449","positive regulation of T cell receptor signaling pathway (GO:0050862)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"RPS3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"450","neuron projection fasciculation (GO:0106030)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"451","actin filament-based transport (GO:0099515)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"MYO5A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"452","regulation of phospholipase activity (GO:0010517)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"453","ganglioside biosynthetic process (GO:0001574)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"ST8SIA3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"454","UV protection (GO:0009650)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"GPX1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"455","regulation of astrocyte differentiation (GO:0048710)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"456","neurotransmitter receptor internalization (GO:0099590)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"DNM3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"457","regulation of neuroblast proliferation (GO:1902692)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"FZD3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"458","positive regulation of vacuole organization (GO:0044090)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"PIP4K2C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"459","positive regulation of mRNA splicing, via spliceosome (GO:0048026)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"PRDX6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"460","sequestering of actin monomers (GO:0042989)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"TWF1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"461","positive regulation of nuclease activity (GO:0032075)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"BAX","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"462","pulmonary valve development (GO:0003177)","1/10",0.125785209489871,0.425451068509874,0,0,8.23893065998329,17.080782255369,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"463","neuron development (GO:0048666)","4/144",0.127207690274593,0.425451068509874,0,0,2.12851711026616,4.38886216485502,"MAPK10;ATP8A2;FRY;PPP1R9A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"464","positive regulation of organelle assembly (GO:1902117)","2/47",0.130017773925805,0.425451068509874,0,0,3.30197064989518,6.73629787225601,"PIP4K2C;ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"465","fatty acid biosynthetic process (GO:0006633)","2/47",0.130017773925805,0.425451068509874,0,0,3.30197064989518,6.73629787225601,"ELOVL4;ACSM5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"466","regulation of cell migration (GO:0030334)","7/316",0.131635997596393,0.425451068509874,0,0,1.6924072691063,3.43171919870117,"JAG1;ERBB4;DLC1;DPYSL3;PLXNA2;AMOTL1;RND2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"467","negative regulation of mitotic cell cycle (GO:0045930)","2/48",0.134532701490902,0.425451068509874,0,0,3.23002461033634,6.47926132866587,"FZD3;MAD2L1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"468","endosome to lysosome transport (GO:0008333)","2/48",0.134532701490902,0.425451068509874,0,0,3.23002461033634,6.47926132866587,"HOOK2;TGFBRAP1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"469","cytoplasmic microtubule organization (GO:0031122)","2/48",0.134532701490902,0.425451068509874,0,0,3.23002461033634,6.47926132866587,"CCDC88B;HOOK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"470","glycoprotein metabolic process (GO:0009100)","2/48",0.134532701490902,0.425451068509874,0,0,3.23002461033634,6.47926132866587,"ST8SIA3;PCSK6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"471","intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)","2/48",0.134532701490902,0.425451068509874,0,0,3.23002461033634,6.47926132866587,"BAX;FNIP2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"472","transmembrane transport (GO:0055085)","8/378",0.134849249589353,0.425451068509874,0,0,1.61644578941876,3.23870721811095,"CHRNB2;GABRB2;GABRB1;TSC22D3;UCP2;PSME1;ATP2B3;ADD2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"473","regulation of MAPK cascade (GO:0043408)","5/203",0.136292198191312,0.425451068509874,0,0,1.88285527025985,3.75244428476481,"FLT3;ERBB4;KSR2;ADRA1A;FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"474","negative regulation of transcription from RNA polymerase II promoter (GO:0000122)","11/565",0.136923504198235,0.425451068509874,0,0,1.48754089575812,2.95772646239282,"SPEN;NSD1;ARID5A;ZNF831;PSEN1;FOXO3;FNIP2;ARHGAP35;HES5;TBX3;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"475","ciliary basal body-plasma membrane docking (GO:0097711)","3/96",0.137159580184602,0.425451068509874,0,0,2.39980449657869,4.76747612009899,"NEDD1;AKAP9;ALMS1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"476","L-phenylalanine metabolic process (GO:0006558)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"GSTZ1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"477","sulfate transmembrane transport (GO:1902358)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"478","negative regulation of morphogenesis of an epithelium (GO:1905331)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"479","L-phenylalanine catabolic process (GO:0006559)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"GSTZ1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"480","regulation of trophoblast cell migration (GO:1901163)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"AGO2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"481","negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000059)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"TRIM39","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"482","protein localization to pre-autophagosomal structure (GO:0034497)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"STX17","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"483","carnitine shuttle (GO:0006853)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"CPT2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"484","pyrimidine nucleoside catabolic process (GO:0046135)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"UPP1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"485","regulation of non-canonical Wnt signaling pathway (GO:2000050)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"ZNRF3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"486","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"RPS21","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"487","regulation of ventricular cardiac muscle cell action potential (GO:0098911)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"488","regulation of protein kinase C signaling (GO:0090036)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"489","lymphocyte mediated immunity (GO:0002449)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"JAG1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"490","response to axon injury (GO:0048678)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"DPYSL3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"491","phosphate ion homeostasis (GO:0055062)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"XPR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"492","fatty acid transmembrane transport (GO:1902001)","1/11",0.13746179756717,0.425451068509874,0,0,7.41466165413534,14.7137230709073,"CPT2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
