"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"322","regulation of ossification (GO:0030278)","1/38",0.139753557058281,0.277297342951437,0,0,6.88981288981289,13.5582885718447,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"323","DNA damage checkpoint (GO:0000077)","1/38",0.139753557058281,0.277297342951437,0,0,6.88981288981289,13.5582885718447,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"324","regulation of cellular pH (GO:0030641)","1/38",0.139753557058281,0.277297342951437,0,0,6.88981288981289,13.5582885718447,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"325","positive regulation of DNA repair (GO:0045739)","1/38",0.139753557058281,0.277297342951437,0,0,6.88981288981289,13.5582885718447,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"326","protein ubiquitination (GO:0016567)","4/506",0.139936430034316,0.277297342951437,0,0,2.06310756972112,4.0572393273554,"RNF114;UVSSA;PSME1;KLHDC7A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"327","mitotic DNA damage checkpoint (GO:0044773)","1/39",0.143157993843094,0.28024261825042,0,0,6.70816464237517,13.0393734081917,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"328","positive regulation of phagocytosis (GO:0050766)","1/39",0.143157993843094,0.28024261825042,0,0,6.70816464237517,13.0393734081917,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"329","inositol lipid-mediated signaling (GO:0048017)","1/39",0.143157993843094,0.28024261825042,0,0,6.70816464237517,13.0393734081917,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"330","regulation of proteasomal protein catabolic process (GO:0061136)","1/39",0.143157993843094,0.28024261825042,0,0,6.70816464237517,13.0393734081917,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"331","positive regulation of cytokine biosynthetic process (GO:0042108)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"332","positive regulation of Ras protein signal transduction (GO:0046579)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"333","nucleotide-excision repair, DNA incision (GO:0033683)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"334","negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"335","sensory organ development (GO:0007423)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"336","regulation of intracellular transport (GO:0032386)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"337","negative regulation of cytokine secretion (GO:0050710)","1/40",0.146549127426314,0.280922066223735,0,0,6.53583168967784,12.5513756607899,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"338","odontogenesis (GO:0042476)","1/41",0.149927009133644,0.283195461696883,0,0,6.37211538461538,12.0917689049583,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"339","bicarbonate transport (GO:0015701)","1/41",0.149927009133644,0.283195461696883,0,0,6.37211538461538,12.0917689049583,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"340","regulation of protein localization (GO:0032880)","1/41",0.149927009133644,0.283195461696883,0,0,6.37211538461538,12.0917689049583,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"341","DNA duplex unwinding (GO:0032508)","1/41",0.149927009133644,0.283195461696883,0,0,6.37211538461538,12.0917689049583,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"342","positive regulation of cell division (GO:0051781)","1/41",0.149927009133644,0.283195461696883,0,0,6.37211538461538,12.0917689049583,"CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"343","negative regulation of Wnt signaling pathway (GO:0030178)","2/174",0.150704485502009,0.283834103890081,0,0,2.98233162186651,5.64386698130281,"PSME1;NOTUM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"344","cellular response to radiation (GO:0071478)","1/42",0.153291690080022,0.2870331356281,0,0,6.21638524077548,11.658287837893,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"345","glycolipid biosynthetic process (GO:0009247)","1/42",0.153291690080022,0.2870331356281,0,0,6.21638524077548,11.658287837893,"PIGB","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"346","positive regulation of MAP kinase activity (GO:0043406)","2/177",0.154825862989538,0.288234891905595,0,0,2.93076066790353,5.46719996772305,"FLT3;NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"347","regulation of angiogenesis (GO:0045765)","2/177",0.154825862989538,0.288234891905595,0,0,2.93076066790353,5.46719996772305,"VASH2;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"348","negative regulation of protein phosphorylation (GO:0001933)","2/178",0.156204596152471,0.288294931324597,0,0,2.91396103896104,5.41002689595094,"ERRFI1;ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"349","positive regulation of interferon-gamma production (GO:0032729)","1/43",0.156643221199588,0.288294931324597,0,0,6.06807081807082,11.2488958462726,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"350","histone H3 acetylation (GO:0043966)","1/43",0.156643221199588,0.288294931324597,0,0,6.06807081807082,11.2488958462726,"POLE3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"351","negative regulation of ERBB signaling pathway (GO:1901185)","1/43",0.156643221199588,0.288294931324597,0,0,6.06807081807082,11.2488958462726,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"352","negative regulation of type I interferon production (GO:0032480)","1/44",0.15998165323682,0.291943920878491,0,0,5.92665474060823,10.8617572519598,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"353","heart contraction (GO:0060047)","1/44",0.15998165323682,0.291943920878491,0,0,5.92665474060823,10.8617572519598,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"354","regulation of intracellular pH (GO:0051453)","1/44",0.15998165323682,0.291943920878491,0,0,5.92665474060823,10.8617572519598,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"355","negative regulation of cellular process (GO:0048523)","4/534",0.160456424954101,0.291985494423519,0,0,1.95129559748428,3.57034969163099,"GJA1;ENPP1;NGF;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"356","Fc-epsilon receptor signaling pathway (GO:0038095)","2/182",0.161743166888244,0.29350024103878,0,0,2.84862914862915,5.18947759301565,"PSME1;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"357","Fc receptor signaling pathway (GO:0038093)","2/183",0.163133522318871,0.29386168720997,0,0,2.8327473631341,5.13629859170063,"PSME1;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"358","metal ion homeostasis (GO:0055065)","1/45",0.163307036700277,0.29386168720997,0,0,5.79166666666667,10.4952134713721,"SLC12A9","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"359","hexose metabolic process (GO:0019318)","1/45",0.163307036700277,0.29386168720997,0,0,5.79166666666667,10.4952134713721,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"360","regulation of mitotic cell cycle phase transition (GO:1901990)","2/184",0.164526085110917,0.294087832202954,0,0,2.81704010275439,5.08387325530884,"PSME1;CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"361","cellular response to ionizing radiation (GO:0071479)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"362","interleukin-12-mediated signaling pathway (GO:0035722)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"363","regulation of G1/S transition of mitotic cell cycle (GO:2000045)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"364","cellular response to interleukin-12 (GO:0071349)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"365","positive regulation of ion transport (GO:0043270)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"366","tRNA aminoacylation for protein translation (GO:0006418)","1/46",0.166619421960188,0.294087832202954,0,0,5.66267806267806,10.1477624569242,"EARS2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"367","DNA-templated transcription, initiation (GO:0006352)","2/186",0.167317679311154,0.294515588106282,0,0,2.78613777526821,4.98122707534756,"NPPA;GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"368","negative regulation of cellular biosynthetic process (GO:0031327)","1/47",0.169918859167861,0.297473124722054,0,0,5.53929765886288,9.81804091858886,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"369","positive regulation of organelle assembly (GO:1902117)","1/47",0.169918859167861,0.297473124722054,0,0,5.53929765886288,9.81804091858886,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"370","negative regulation of mitotic cell cycle (GO:0045930)","1/48",0.173205398296176,0.300781417471317,0,0,5.42116748499727,9.50480888991295,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"371","pattern recognition receptor signaling pathway (GO:0002221)","1/48",0.173205398296176,0.300781417471317,0,0,5.42116748499727,9.50480888991295,"UNC93B1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"372","regulation of cell cycle arrest (GO:0071156)","1/48",0.173205398296176,0.300781417471317,0,0,5.42116748499727,9.50480888991295,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"373","positive regulation of response to DNA damage stimulus (GO:2001022)","1/49",0.176479089113769,0.30564474951071,0,0,5.3079594017094,9.20693629318639,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"374","myeloid leukocyte differentiation (GO:0002573)","1/50",0.179739981193554,0.308808584710203,0,0,5.19937205651491,8.92339120694113,"EFNA2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"375","neurogenesis (GO:0022008)","1/50",0.179739981193554,0.308808584710203,0,0,5.19937205651491,8.92339120694113,"BCL11B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"376","receptor internalization (GO:0031623)","1/50",0.179739981193554,0.308808584710203,0,0,5.19937205651491,8.92339120694113,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"377","regulation of cellular amino acid metabolic process (GO:0006521)","1/51",0.182988123959518,0.311079810731181,0,0,5.0951282051282,8.65322959068568,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"378","peptidyl-tyrosine modification (GO:0018212)","1/51",0.182988123959518,0.311079810731181,0,0,5.0951282051282,8.65322959068568,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"379","regulation of cellular amine metabolic process (GO:0033238)","1/51",0.182988123959518,0.311079810731181,0,0,5.0951282051282,8.65322959068568,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"380","positive regulation of developmental growth (GO:0048639)","1/51",0.182988123959518,0.311079810731181,0,0,5.0951282051282,8.65322959068568,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"381","plasma membrane bounded cell projection morphogenesis (GO:0120039)","1/52",0.186223566584316,0.314100323794956,0,0,4.99497234791352,8.39558626625975,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"382","positive regulation of ossification (GO:0045778)","1/52",0.186223566584316,0.314100323794956,0,0,4.99497234791352,8.39558626625975,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"383","positive regulation of mitotic cell cycle (GO:0045931)","1/52",0.186223566584316,0.314100323794956,0,0,4.99497234791352,8.39558626625975,"CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"384","regulation of cell growth (GO:0001558)","2/201",0.188501146331294,0.317052713349751,0,0,2.57416954904392,4.2953910832803,"GJA1;ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"385","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","1/53",0.189446358131585,0.317052713349751,0,0,4.89866863905325,8.14966697108557,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"386","positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","1/53",0.189446358131585,0.317052713349751,0,0,4.89866863905325,8.14966697108557,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"387","negative regulation of cellular component organization (GO:0051129)","1/54",0.192656547423026,0.320763220709472,0,0,4.80599903241413,7.91474135130763,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"388","membrane fusion (GO:0061025)","1/54",0.192656547423026,0.320763220709472,0,0,4.80599903241413,7.91474135130763,"VASH2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"389","regulation of axonogenesis (GO:0050770)","1/55",0.195854183091896,0.325248849042069,0,0,4.7167616334283,7.69013675747825,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"390","DNA-dependent DNA replication (GO:0006261)","1/56",0.199039313607336,0.327174037125545,0,0,4.63076923076923,7.47523274313836,"POLE3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"391","anion transport (GO:0006820)","1/56",0.199039313607336,0.327174037125545,0,0,4.63076923076923,7.47523274313836,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"392","phosphatidylinositol-mediated signaling (GO:0048015)","1/56",0.199039313607336,0.327174037125545,0,0,4.63076923076923,7.47523274313836,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"393","ATP metabolic process (GO:0046034)","1/56",0.199039313607336,0.327174037125545,0,0,4.63076923076923,7.47523274313836,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"394","regulation of neurogenesis (GO:0050767)","1/57",0.202211987258737,0.33154554256128,0,0,4.54784798534799,7.2694561759513,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"395","regulation of epidermal growth factor receptor signaling pathway (GO:0042058)","1/58",0.20537225212614,0.333047659931726,0,0,4.46783625730994,7.0722768832241,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"396","positive regulation of cell morphogenesis involved in differentiation (GO:0010770)","1/58",0.20537225212614,0.333047659931726,0,0,4.46783625730994,7.0722768832241,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"397","sodium ion transport (GO:0006814)","1/58",0.20537225212614,0.333047659931726,0,0,4.46783625730994,7.0722768832241,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"398","ubiquitin-dependent ERAD pathway (GO:0030433)","1/58",0.20537225212614,0.333047659931726,0,0,4.46783625730994,7.0722768832241,"FOXRED2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"399","regulation of canonical Wnt signaling pathway (GO:0060828)","2/213",0.20570590760489,0.333047659931726,0,0,2.42629408506186,3.83671767255688,"PSME1;NOTUM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"400","positive regulation of leukocyte chemotaxis (GO:0002690)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"401","striated muscle contraction (GO:0006941)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"402","potassium ion transport (GO:0006813)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"KCNH4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"403","regulation of cellular ketone metabolic process (GO:0010565)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"404","regulation of tumor necrosis factor production (GO:0032680)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"405","regulation of tyrosine phosphorylation of STAT protein (GO:0042509)","1/61",0.214779072291498,0.342585878272364,0,0,4.24380341880342,6.5275864945411,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"406","positive regulation of cytokine production (GO:0001819)","2/220",0.215822962609025,0.343403039028152,0,0,2.34755153103777,3.5994933088737,"IRF3;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"407","positive regulation of type I interferon production (GO:0032481)","1/62",0.21789017937142,0.344149280865372,0,0,4.17402269861286,6.36022597193734,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"408","negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)","1/62",0.21789017937142,0.344149280865372,0,0,4.17402269861286,6.36022597193734,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"409","cellular protein catabolic process (GO:0044257)","1/62",0.21789017937142,0.344149280865372,0,0,4.17402269861286,6.36022597193734,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"410","regulation of apoptotic process (GO:0042981)","5/815",0.219562974271241,0.345663362112299,0,0,1.59417751084418,2.41695833214638,"EGLN3;FLT3;ANO6;NGF;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"411","ribosomal large subunit biogenesis (GO:0042273)","1/63",0.22098911540616,0.345663362112299,0,0,4.1064929693962,6.1993335621587,"RRP15","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"412","negative regulation of neuron apoptotic process (GO:0043524)","1/63",0.22098911540616,0.345663362112299,0,0,4.1064929693962,6.1993335621587,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"413","adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway (GO:0007193)","1/63",0.22098911540616,0.345663362112299,0,0,4.1064929693962,6.1993335621587,"AKAP12","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"414","glucose metabolic process (GO:0006006)","1/64",0.224075927382103,0.347964060309708,0,0,4.04110704110704,6.04456798429299,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"415","glycerophospholipid metabolic process (GO:0006650)","1/64",0.224075927382103,0.347964060309708,0,0,4.04110704110704,6.04456798429299,"PIGB","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"416","positive regulation of JAK-STAT cascade (GO:0046427)","1/64",0.224075927382103,0.347964060309708,0,0,4.04110704110704,6.04456798429299,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"417","cellular response to type I interferon (GO:0071357)","1/65",0.227150662191826,0.350868131265271,0,0,3.97776442307692,5.8956108088784,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"418","type I interferon signaling pathway (GO:0060337)","1/65",0.227150662191826,0.350868131265271,0,0,3.97776442307692,5.8956108088784,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"419","regulation of transcription from RNA polymerase II promoter (GO:0006357)","8/1478",0.227575459752552,0.350868131265271,0,0,1.41427613298841,2.09351534609586,"HELZ2;GTF2H2C;IRF3;BCL11B;PLAG1;NFKBIZ;CEBPG;GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"420","positive regulation of cellular protein localization (GO:1903829)","1/66",0.230213366423294,0.354090082641543,0,0,3.9163708086785,5.75216461224067,"CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"421","regulation of intracellular signal transduction (GO:1902531)","3/422",0.232930377531249,0.356237824917356,0,0,1.83726918728803,2.67693001232572,"AKAP12;HUS1;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"422","positive regulation of endothelial cell proliferation (GO:0001938)","1/67",0.233264086594491,0.356237824917356,0,0,3.85683760683761,5.61395129774419,"VASH2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"423","extrinsic apoptotic signaling pathway (GO:0097191)","1/67",0.233264086594491,0.356237824917356,0,0,3.85683760683761,5.61395129774419,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"424","regulation of endopeptidase activity (GO:0052548)","1/68",0.236302868951504,0.359180360806286,0,0,3.79908151549943,5.48071058078946,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"425","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)","1/68",0.236302868951504,0.359180360806286,0,0,3.79908151549943,5.48071058078946,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"426","positive regulation of neurogenesis (GO:0050769)","1/69",0.23932975965029,0.362077341297628,0,0,3.74302413273002,5.35219860670196,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"427","negative regulation of cell cycle G2/M phase transition (GO:1902750)","1/69",0.23932975965029,0.362077341297628,0,0,3.74302413273002,5.35219860670196,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"428","vascular endothelial growth factor receptor signaling pathway (GO:0048010)","1/70",0.242344804593893,0.363236064426114,0,0,3.68859160163508,5.22818669919151,"VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"429","neuropeptide signaling pathway (GO:0007218)","1/70",0.242344804593893,0.363236064426114,0,0,3.68859160163508,5.22818669919151,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"430","positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","1/70",0.242344804593893,0.363236064426114,0,0,3.68859160163508,5.22818669919151,"RNF114","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"431","interferon-gamma-mediated signaling pathway (GO:0060333)","1/70",0.242344804593893,0.363236064426114,0,0,3.68859160163508,5.22818669919151,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"432","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)","5/848",0.243583432672776,0.363520275295412,0,0,1.52912699176044,2.15957956059401,"HELZ2;IRF3;BCL11B;PLAG1;CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"433","regulation of cell communication (GO:0010646)","1/71",0.245348049580185,0.363520275295412,0,0,3.63571428571429,5.10846021573883,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"434","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)","1/71",0.245348049580185,0.363520275295412,0,0,3.63571428571429,5.10846021573883,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"435","histone acetylation (GO:0016573)","1/71",0.245348049580185,0.363520275295412,0,0,3.63571428571429,5.10846021573883,"POLE3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"436","response to insulin (GO:0032868)","1/71",0.245348049580185,0.363520275295412,0,0,3.63571428571429,5.10846021573883,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"437","plasma membrane bounded cell projection assembly (GO:0120031)","2/241",0.246414267839985,0.363780823026355,0,0,2.13899907623757,2.99618401264572,"ANO6;CCDC28B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"438","negative regulation of cysteine-type endopeptidase activity (GO:2000117)","1/72",0.248339540177434,0.363780823026355,0,0,3.58432647165042,4.99281750781182,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"439","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)","1/72",0.248339540177434,0.363780823026355,0,0,3.58432647165042,4.99281750781182,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"440","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)","1/72",0.248339540177434,0.363780823026355,0,0,3.58432647165042,4.99281750781182,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"441","regulation of fat cell differentiation (GO:0045598)","1/72",0.248339540177434,0.363780823026355,0,0,3.58432647165042,4.99281750781182,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"442","positive regulation of cytokine secretion (GO:0050715)","1/73",0.251319321828167,0.364836588541564,0,0,3.5343660968661,4.88106896801613,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"443","canonical Wnt signaling pathway (GO:0060070)","1/73",0.251319321828167,0.364836588541564,0,0,3.5343660968661,4.88106896801613,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"444","regulation of peptide hormone secretion (GO:0090276)","1/73",0.251319321828167,0.364836588541564,0,0,3.5343660968661,4.88106896801613,"ITPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"445","positive regulation of proteasomal protein catabolic process (GO:1901800)","1/73",0.251319321828167,0.364836588541564,0,0,3.5343660968661,4.88106896801613,"RNF114","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"446","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)","1/75",0.257243939077163,0.37093657286573,0,0,3.43849618849619,4.66855102885319,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"447","purine ribonucleotide biosynthetic process (GO:0009152)","1/75",0.257243939077163,0.37093657286573,0,0,3.43849618849619,4.66855102885319,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"448","C-terminal protein lipidation (GO:0006501)","1/75",0.257243939077163,0.37093657286573,0,0,3.43849618849619,4.66855102885319,"NTM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"449","positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)","1/76",0.260188864616209,0.371306705912687,0,0,3.39247863247863,4.56745515718796,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"450","regulation of hematopoietic stem cell differentiation (GO:1902036)","1/76",0.260188864616209,0.371306705912687,0,0,3.39247863247863,4.56745515718796,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"451","ERAD pathway (GO:0036503)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"FOXRED2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"452","regulation of hematopoietic progenitor cell differentiation (GO:1901532)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"453","regulation of cytokinesis (GO:0032465)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"454","water-soluble vitamin metabolic process (GO:0006767)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"455","response to ionizing radiation (GO:0010212)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"456","negative regulation of ubiquitin protein ligase activity (GO:1904667)","1/77",0.263122261137735,0.371306705912687,0,0,3.34767206477733,4.46959910873708,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"457","antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)","1/78",0.266044173229341,0.371306705912687,0,0,3.3040293040293,4.3748418063464,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
